"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26121230039,"Maharashtra",12,"Girl","13 years",1,1,"1 sibling","No","Primary","Primary","Unemployed","Unemployed","Yes","","","","","Yes","1-10 books","3-5 km","Daily","More than once in a week","Yes","Language","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Agree","No","Agree","Agree","Agree","Neither","Neither","Neither","Neither","Agree","","Agree","Neither","","","","","Agree","","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,25.45,38.78
26121230040,"Maharashtra",12,"Girl","14 years",1,1,"2 siblings","Yes","Primary","Primary","Farmer","Unemployed","Yes","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Daily","More than once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a month","Never","Once a week","Every day",NA,NA,40,42.86
26121231001,"Maharashtra",12,"Boy","14 years",3,1,"2 siblings","No","Secondary","Secondary","","Unemployed","No","No","No","Yes","No","Yes","25+ books","Up to 1 km","Daily","More than once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",35.59,66.67,NA,NA
26121231002,"Maharashtra",12,"Boy","13 years",4,1,"1 sibling","No","Secondary","Secondary","Skilled Worker","Farmer","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Daily","More than once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",40.35,93.1,NA,NA
26121231003,"Maharashtra",12,"Boy","14 years",4,1,"1 sibling","No","Secondary","Secondary","Farmer","Farmer","No","Yes","No","No","Yes","Yes","25+ books","More than 5 km","Daily","More than once in a week","Yes","Science","Everyday","Everyday","1-2 times a week","Never","1-2 times a week","1-2 times a week","1-2 times a week","Never","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Neither","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Never","Every day","Every day","Every day","Once a month",NA,NA,52.73,65.31
26121231004,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Secondary","Secondary","Farmer","Farmer","No","No","No","No","Yes","","No books","1-3 km","Daily","More than once in a week","Yes","Science","Everyday","Everyday","1-2 times a week","Never","1-2 times a week","1-2 times a week","1-2 times a week","Never","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Once a month","Every day","Every day",NA,NA,34.55,32.65
26121231005,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Secondary","Secondary","Farmer","Skilled Worker","No","Yes","No","No","No","","No books","1-3 km","Daily","Once in a week","Yes","Science","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Every day","Every day","Every day","Every day",23.73,46.67,NA,NA
26121231006,"Maharashtra",12,"Boy","14 years",3,1,"2 siblings","No","Degree & above","Degree & above","","Unemployed","No","Yes","No","No","No","Yes","11-125 books","Up to 1 km","Daily","More than once in a week","Yes","Science","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","Never","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Every day","Every day","Every day",31.58,79.31,NA,NA
26121231007,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Degree & above","Sr secondary","Professional","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Daily","Once in a week","Yes","Science","Everyday","Everyday","Everyday","3-4 times a week","Everyday","3-4 times a week","Everyday","3-4 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,34.55,61.22
26121231008,"Maharashtra",12,"Boy","14 years",1,1,"1 sibling","No","Secondary","Secondary","Business","Labourer","Yes","","","","","Yes","1-10 books","Up to 1 km","Daily","Once in a week","Yes","Science","Everyday","Everyday","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,29.09,22.45
26121231009,"Maharashtra",12,"Boy","14 years",3,1,"3 siblings","No","Sr secondary","Secondary","Business","Business","No","No","Yes","No","Yes","","No books","Up to 1 km","Daily","Once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Neither","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Every day","Once a week","Every day","Every day",35.09,58.62,NA,NA
26121231010,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Secondary","Secondary","Labourer","","No","Yes","No","No","Yes","","No books","Up to 1 km","Daily","Once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Neither","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,38.18,44.9
26121231011,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Primary","Secondary","Farmer","Professional","No","No","No","No","Yes","Yes","1-10 books","More than 5 km","Daily","More than once in a week","Yes","Social Science","Everyday","Everyday","Everyday","Everyday","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","Yes","No","Agree","No","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,47.27,55.1
26121231012,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Secondary","Secondary","Skilled Worker","Farmer","Yes","","","","","Yes","1-10 books","More than 5 km","Daily","Once or twice in a month","Yes","Science","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","Everyday","3-4 times a week","Yes","No","Agree","No","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Every day","Every day","Once a week","Never","Every day",28.81,70,NA,NA
26121231013,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Illiterate","Illiterate","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Everyday","3-4 times a week","Everyday","Everyday","Everyday","3-4 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Once a week","Every day","Every day","Every day","Every day",29.82,75.86,NA,NA
26121231014,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","Yes","Secondary","Secondary","Clerk","","No","Yes","No","No","No","Yes","11-125 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Everyday","3-4 times a week","Everyday","Everyday","Everyday","3-4 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Once a week","Every day","Every day","Every day","Every day",NA,NA,36.36,24.49
26121231015,"Maharashtra",12,"Boy","15 years",4,1,"1 sibling","No","Secondary","Secondary","Farmer","Farmer","No","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Never","1-2 times a week","Everyday","3-4 times a week","Never","Never","Yes","No","Disagree","No","Disagree","Disagree","Disagree","Disagree","Neither","Agree","Disagree","Agree","Neither","Agree","Agree","Disagree","Agree","Neither","Agree","Agree","Neither","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,23.64,20.41
26121231016,"Maharashtra",12,"Boy","15 years",4,1,"1 sibling","No","Secondary","Secondary","","Farmer","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Never","1-2 times a week","Everyday","3-4 times a week","Never","Never","Yes","Yes","Disagree","Neither","Disagree","Disagree","Disagree","Disagree","Neither","Agree","Neither","Agree","Neither","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Agree","Neither","Every day","Every day","Once a week","Every day","Every day",28.81,30,NA,NA
26121231017,"Maharashtra",12,"Boy","15 years",4,1,"2 siblings","No","Secondary","","Labourer","Labourer","Yes","No","No","No","Yes","Yes","","Up to 1 km","Once in a week","Once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Every day","Once a week","Every day",NA,NA,32.73,40.82
26121231018,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Primary","Secondary","Business","Unemployed","No","No","No","Yes","Yes","Yes","1-10 books","Up to 1 km","Daily","Once in a week","Yes","Science","Everyday","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Yes","Yes","Disagree","yes","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Neither","Agree","Agree","Agree","Disagree","","Agree","Disagree","Agree","Agree","Disagree","Every day","Every day","Once a week","Every day","Every day",NA,NA,41.82,32.65
26121231019,"Maharashtra",12,"Boy","14 years",4,1,"1 sibling","No","Secondary","Secondary","Farmer","Farmer","No","Yes","No","No","No","Yes","","1-3 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Neither","yes","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",23.73,33.33,NA,NA
26121231020,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Secondary","Secondary","Farmer","","No","Yes","No","No","Yes","Yes","","Up to 1 km","Once in a week","Once in a week","Yes","Language","3-4 times a week","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","Everyday","Everyday","3-4 times a week","Yes","No","Neither","yes","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Every day","Once a week","Once a week","Every day",24.56,37.93,NA,NA
26121231021,"Maharashtra",12,"Boy","15 years",3,1,"2 siblings","No","Secondary","Secondary","Labourer","","No","Yes","Yes","Yes","Yes","","No books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Agree","yes","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Neither","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",NA,NA,21.82,32.65
26121231022,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Primary","Illiterate","Labourer","","No","Yes","No","No","No","","No books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","3-4 times a week","1-2 times a week","Never","1-2 times a week","1-2 times a week","3-4 times a week","Never","Yes","Yes","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Neither","Agree","Disagree","Disagree","Disagree","Neither","Disagree","Agree","Every day","Once a week","Once a month","Every day","Every day",NA,NA,45.45,38.78
26121231023,"Maharashtra",12,"Boy","14 years",1,1,"1 sibling","Yes","Primary","Illiterate","","","Yes","","","","","","No books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","3-4 times a week","1-2 times a week","Never","3-4 times a week","Never","1-2 times a week","3-4 times a week","Yes","No","Neither","Neither","Agree","Agree","Agree","Agree","Neither","Disagree","Disagree","Disagree","Neither","Disagree","Disagree","Disagree","Disagree","Neither","Disagree","Disagree","Disagree","Disagree","Every day","Once a week","Never","Once a month","Every day",16.95,16.67,NA,NA
26121231024,"Maharashtra",12,"Boy","14 years",3,1,"3 siblings","No","Secondary","Illiterate","Skilled Worker","","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Everyday","Never","Everyday","Everyday","Everyday","Never","Yes","No","Disagree","yes","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Once a week","Every day",17.54,34.48,NA,NA
26121231025,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Secondary","Secondary","Labourer","Labourer","","","","","","No","No books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Once a month","Every day","Every day",NA,NA,27.27,28.57
26121231026,"Maharashtra",12,"Boy","14 years",3,1,"2 siblings","No","Secondary","Secondary","Skilled Worker","Farmer","No","No","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","More than once in a week","Yes","Science","Everyday","Never","Never","Never","Everyday","Never","Never","Never","Yes","Yes","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Once a week","Once a week","Every day","Every day","Every day",35.59,53.33,NA,NA
26121231027,"Maharashtra",12,"Boy","14 years",3,1,"4+ siblings","No","Primary","Secondary","Labourer","Labourer","","","","","","No","","Up to 1 km","Once in a week","More than once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Once a month","Every day","Every day",17.54,48.28,NA,NA
26121231028,"Maharashtra",12,"Boy","15 years",3,1,"2 siblings","No","Secondary","Illiterate","Business","","Yes","Yes","No","No","No","Yes","1-10 books","1-3 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",NA,36.67,36.36,NA
26121231029,"Maharashtra",12,"Boy","15 years",4,1,"2 siblings","Yes","Secondary","Secondary","","","No","No","No","No","Yes","","","Up to 1 km","Never use","Once in a week","Yes","Social Science","Everyday","Everyday","Never","Never","3-4 times a week","Never","Never","Never","No","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Neither","Neither","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,30.91,20.41
26121231030,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","Yes","Secondary","Secondary","Skilled Worker","Skilled Worker","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Daily","Once or twice in a month","Yes","Language","Everyday","Everyday","1-2 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","No","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Every day","Every day","Once a week","Every day","Every day",30.51,53.33,NA,NA
26121231031,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Illiterate","Illiterate","Farmer","Farmer","Yes","","","","","Yes","1-10 books","More than 5 km","Once in a week","More than once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Once a week","Every day","Every day","Once a month","Every day",26.32,44.83,NA,NA
26121231032,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Secondary","Secondary","Labourer","Labourer","No","No","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","More than once in a week","Yes","Language","Everyday","Never","Never","Never","3-4 times a week","Never","Never","Never","Yes","No","Neither","yes","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",NA,NA,38.18,24.49
26121231033,"Maharashtra",12,"Boy","11- years",2,2,"1 sibling","Yes","Primary","Secondary","Business","Labourer","","No","Yes","No","No","","No books","Up to 1 km","Daily","Once in a week","Yes","Language","3-4 times a week","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Yes","Yes","Agree","Neither","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Every day","Once a week","Once a week","Every day","Every day",28.81,50,NA,NA
26121231034,"Maharashtra",12,"Boy","13 years",3,1,"2 siblings","No","Secondary","Secondary","Farmer","Farmer","No","No","No","No","Yes","","No books","1-3 km","Daily","Once or twice in a month","Yes","Mathematics","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Everyday","Yes","Yes","Disagree","yes","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Once a week","Every day","Once a month","Once a week","Every day",40.35,72.41,NA,NA
26121231035,"Maharashtra",12,"Boy","15 years",3,1,"1 sibling","No","Primary","Secondary","Farmer","Farmer","No","","","","","Yes","","3-5 km","Once in month","Once in a week","Yes","Mathematics","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Every day","Once a week","Never","Once a week","Every day",NA,NA,23.64,24.49
26121231036,"Maharashtra",12,"Boy","13 years",3,1,"2 siblings","No","Secondary","Secondary","Farmer","Farmer","No","","","","","","No books","1-3 km","Once in a week","Once in a week","Yes","Language","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","Yes","Yes","Disagree","yes","Disagree","Disagree","Agree","Agree","Agree","Neither","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Every day","Once a week","Once a week","Every day","Once a week",NA,NA,43.64,38.78
26121231037,"Maharashtra",12,"Boy","14 years",4,1,"2 siblings","No","Secondary","Secondary","Farmer","Farmer","Yes","Yes","Yes","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Once a week","Every day",33.9,50,NA,NA
26121231038,"Maharashtra",12,"Boy","14 years",4,1,"1 sibling","No","Secondary","Secondary","Business","","No","Yes","Yes","No","Yes","Yes","11-125 books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",17.54,96.55,NA,NA
26121231039,"Maharashtra",12,"Boy","14 years",4,1,"1 sibling","No","Sr secondary","Secondary","Skilled Worker","Farmer","No","Yes","Yes","No","Yes","Yes","11-125 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Once a week","Every day",NA,NA,45.45,48.98
26121231040,"Maharashtra",12,"Boy","14 years",3,1,"1 sibling","No","Secondary","Degree & above","Skilled Worker","","No","Yes","Yes","Yes","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once or twice in a month","Yes","Science","Everyday","Everyday","3-4 times a week","1-2 times a week","Everyday","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a month","Once a week","Every day",NA,NA,52.73,42.86
26131144011,"Maharashtra",13,"Boy","",2,NA,"Single child","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA
26131144036,"Maharashtra",13,"Boy","14 years",3,1,"2 siblings","No","Secondary","Primary","Farmer","Unemployed","No","Yes","No","No","Yes","No","","1-3 km","Once in a week","More than once in a week","Yes","Language","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Never","Once a week","Once a month",NA,NA,NA,NA
26131144037,"Maharashtra",13,"Boy","13 years",1,1,"3 siblings","No","Secondary","Secondary","Labourer","Unemployed","Yes","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Science","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","Everyday","No","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Once a week",NA,NA,NA,NA
26131144038,"Maharashtra",13,"Boy","",1,1,"2 siblings","No","Sr secondary","Primary","Labourer","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Social Science","1-2 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","3-4 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,NA,NA
26131144039,"Maharashtra",13,"Boy","15 years",3,1,"1 sibling","No","Sr secondary","Secondary","Unemployed","Farmer","Yes","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,NA,NA
26131144040,"Maharashtra",13,"Boy","14 years",3,1,"4+ siblings","No","Degree & above","Sr secondary","Teacher/Lecturer","Unemployed","No","Yes","No","No","Yes","Yes","25+ books","1-3 km","Once in a week","Once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Once a week","Every day",NA,NA,NA,NA
26131232001,"Maharashtra",13,"Girl","13 years",2,1,"3 siblings","No","Primary","Illiterate","","","No","No","No","No","Yes","","No books","More than 5 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","Neither","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Neither","Agree","Disagree","Agree","Agree","Disagree","Neither","Neither","","Agree","Once a month","Once a week","Never","Every day","Every day",18.64,40,NA,NA
